rt_gs_2,rt_gs_3,rt_gs_4,rt_gs_5,rt_gs_6,rt_gs_7,rt_gs_8,rt_gs_9,rt_gs_10,rt_gs_11,rt_gs_12,rt_gs_13,rt_gs_14,rt_gs_15,rt_gs_16,rt_gs_17,rt_gs_18,rt_gs_19,rt_gs_20,rt_total,gs_1,gs_2,gs_3,gs_4,gs_5,gs_6,gs_7,gs_8,gs_9,gs_10,gs_11,gs_12,gs_13,gs_14,gs_15,gs_16,gs_17,gs_18,gs_19,gs_20,sum_score,gender,home_computer,state,age
28,24,12,9,18,29,8,51,15,27,11,22,8,5,10,26,9,7,4,323,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,17,Female,No,USA,46
6,8,6,5,7,4,5,37,22,17,15,28,16,7,8,15,9,10,8,233,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,15,Female,No,"Maine, USA",39
32,33,20,18,28,64,22,79,25,31,29,84,28,7,14,34,19,18,8,593,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,17,Male,No,NY,31
29,27,9,16,22,53,15,55,18,37,17,34,9,6,8,16,10,10,6,397,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,15,Female,Yes,united states,31
42,28,12,9,13,48,15,45,24,70,23,35,19,10,10,17,9,10,9,448,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Male,Yes,California,27
19,67,9,8,18,33,28,43,10,19,11,56,11,5,9,58,8,8,10,430,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Female,Yes,Maryland,25
17,20,10,9,14,37,12,39,160,42,22,61,14,4,18,9,5,11,4,508,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Male,Yes,Illinois,27
34,35,14,35,24,73,26,60,23,23,16,51,18,9,20,23,14,15,12,525,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,9,Female,Yes,New York State,26
32,9,56,39,35,46,12,52,10,15,14,16,36,45,36,7,25,22,6,513,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,12,Female,Yes,"Louisiana, USA",23
24,21,14,29,29,51,13,72,25,21,8,53,12,6,10,20,9,11,9,437,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,17,Female,Yes,Louisiana,27
36,32,17,11,30,50,33,93,24,46,14,55,19,8,12,20,11,23,9,543,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,No,California,45
50,51,19,167,14,222,13,47,39,22,52,38,12,13,8,35,8,9,5,824,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,18,Male,Yes,CT,31
10,12,8,11,11,42,7,20,8,9,10,21,8,5,6,9,4,6,6,213,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,Missouri,35
26,14,9,13,13,37,18,100,16,41,16,33,15,7,24,14,9,9,9,423,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Female,No,Texas,36
39,30,31,32,64,106,32,104,50,62,34,55,42,13,16,41,49,23,19,842,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,15,Female,No,New York,44
96,51,99,25,47,94,31,46,127,29,63,42,25,14,25,53,14,19,15,915,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,12,Female,No,Alabama,55
36,49,13,52,32,60,25,86,22,34,54,50,12,7,15,20,9,14,9,599,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,No,South Carolina,53
19,14,8,10,13,45,18,31,15,21,14,36,11,5,7,15,5,10,8,305,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,19,Male,Yes,"Alabama, USA",39
16,15,12,11,13,35,10,39,9,20,11,19,7,3,9,9,7,7,4,256,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,No,ga,34
19,20,8,6,12,32,9,26,11,18,12,36,9,4,5,24,11,6,6,274,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,17,Male,Yes,Wisconsin,36
17,10,9,9,15,25,10,19,21,18,11,33,24,5,5,15,7,8,5,266,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,18,Female,Yes,Florida,34
25,17,12,10,16,56,11,49,14,23,14,79,9,5,11,15,5,12,6,389,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,Pennsylvania,26
21,63,10,36,33,48,8,31,11,26,15,49,20,3,7,13,7,26,6,433,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,18,Female,No,New York,34
20,24,12,12,28,38,16,49,22,31,27,55,13,6,9,15,7,10,10,404,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,Ohio,23
28,19,32,26,24,53,14,59,23,22,23,44,16,5,12,18,7,20,10,455,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,19,Female,No,"Missouri, USA",34
38,11,28,10,19,4,49,69,81,13,47,34,13,20,10,13,6,37,5,507,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,15,Male,Yes,ILLINOIS,27
19,18,7,10,21,38,23,52,10,20,14,28,7,5,11,7,5,16,6,317,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Male,Yes,Louisiana,30
21,30,10,16,34,82,14,54,16,20,16,54,12,7,18,73,5,15,5,502,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,18,Male,Yes,Ohio,33
46,24,13,11,29,38,48,35,15,21,23,31,12,5,7,12,12,11,7,400,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,17,Male,Yes,Pennsylvania,28
37,33,15,12,18,99,16,68,19,35,15,49,16,9,11,18,11,14,8,503,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,No,arizona,59
16,12,14,14,10,24,17,64,9,13,12,28,14,7,11,12,9,11,7,304,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,9,Male,No,"nyc, ny",38
16,41,24,10,21,54,10,24,12,19,40,23,15,4,7,16,6,50,5,397,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,14,Female,No,"michigan, usa",35
14,42,49,35,11,71,13,8,12,67,27,22,14,34,8,23,12,98,8,568,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,15,Male,Yes,ohio,36
36,37,14,20,98,569,18,78,43,35,19,77,22,6,29,93,19,13,10,1236,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,18,Male,Yes,Ohio,28
28,32,10,10,19,67,30,75,14,22,27,62,13,5,9,22,14,25,23,507,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,Florida,25
27,34,43,13,18,53,9,42,21,17,22,80,15,7,13,9,9,129,10,571,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,Yes,washington,26
32,38,14,14,45,173,49,83,20,32,47,86,15,21,8,45,7,19,11,759,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,15,Male,Yes,Missouri,28
30,27,21,29,28,40,24,52,16,30,16,34,15,9,13,23,11,16,23,457,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,17,Female,Yes,"el paso, tx",39
24,25,14,12,15,50,18,50,13,22,15,36,9,5,7,15,10,9,6,355,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,18,Female,Yes,NC,25
22,22,13,32,15,44,21,90,16,29,11,117,25,4,5,11,8,38,16,539,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,16,Female,Yes,californi,25
31,26,17,11,20,47,24,64,19,38,22,70,16,6,12,19,8,22,6,478,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,14,Female,No,kansas,36
38,39,14,17,47,101,20,120,22,39,24,74,19,6,17,47,7,20,19,690,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Male,Yes,Alabama,36
16,37,7,54,18,32,26,60,11,14,31,27,13,15,9,10,4,9,46,439,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,Miami,29
21,23,18,12,134,45,77,52,27,32,40,21,11,6,7,10,16,10,9,571,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,19,Female,Yes,"North Carolina, USA",36
29,22,16,11,19,50,10,42,10,26,13,82,8,4,8,18,13,14,5,400,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,19,Female,Yes,Pennsylvania,27
25,37,20,14,19,122,18,76,21,35,16,47,17,7,12,23,6,14,9,538,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,14,Male,Yes,Texas,28
12,3,6,6,11,5,4,4,2,5,2,11,7,4,13,3,10,9,6,123,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,9,Male,No,ga. usa,30
8,14,5,9,34,12,7,23,5,19,9,17,5,17,5,8,7,12,8,224,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,8,Male,Yes,connecticut,26
31,19,9,13,13,40,10,34,10,17,37,24,10,5,9,14,6,8,5,314,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,"Pittsburgh, Pennsylvania",39
24,32,20,18,43,57,23,71,17,23,17,41,11,9,12,15,8,19,9,469,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,16,Male,Yes,New York,32
21,16,7,9,11,38,9,36,9,14,10,27,11,5,8,14,6,8,8,267,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,Yes,Kansas,35
30,32,13,24,29,61,22,74,30,27,26,73,9,7,12,23,14,12,9,527,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,16,Female,No,United States,52
13,20,109,58,27,44,11,10,95,55,5,90,19,9,18,61,186,31,63,924,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,10,Female,No,W.V,39
24,21,13,32,11,43,14,54,10,29,14,28,11,5,6,15,15,7,5,357,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,17,Female,Yes,Texas,37
38,81,11,12,13,42,13,43,17,29,27,31,30,6,7,17,22,111,7,557,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,New Mexico,34
24,19,14,14,15,39,27,57,18,23,15,50,12,7,28,13,7,13,7,402,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,Yes,Texas,27
20,19,6,15,12,67,8,53,13,17,15,40,7,4,4,14,5,6,4,329,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,19,Female,Yes,NJ,37
61,74,56,46,58,144,39,26,74,45,42,75,37,13,17,63,15,26,12,923,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,14,Female,Yes,US,29
59,25,16,13,333,82,13,30,16,33,15,43,28,8,29,29,52,32,7,863,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,15,Female,No,new jersey,53
48,30,10,21,13,93,12,91,24,38,25,32,14,4,10,10,6,16,6,503,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,Yes,Pennsylvania,38
27,41,10,15,21,35,56,61,12,71,22,36,12,8,12,45,10,8,6,508,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,18,Male,Yes,Washington,42
30,20,11,13,26,50,21,33,33,35,14,33,8,6,8,16,9,10,8,384,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,15,Female,Yes,Naugatuck WV,37
26,17,14,13,23,25,14,33,13,15,13,32,26,7,13,33,11,10,9,347,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,15,Male,Yes,"North Carolina, USA",31
35,40,22,33,31,67,61,86,36,36,34,76,20,17,44,61,27,30,37,793,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,Yes,Virginia,30
15,8,7,10,15,26,5,30,7,11,9,35,6,2,5,7,5,6,2,211,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Female,Yes,Kentucky,11
39,25,11,11,19,35,16,40,20,35,21,108,12,6,10,17,10,10,5,450,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,17,Female,No,Michigan,66
39,58,34,66,39,69,40,91,34,41,63,80,22,23,30,41,20,29,17,836,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,13,Male,Yes,California,29
30,21,6,9,11,54,8,35,12,23,11,33,10,3,10,20,8,9,3,316,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Male,No,Ohio,30
63,34,41,39,24,127,21,81,21,53,34,64,20,22,16,18,10,16,23,727,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,17,Female,No,New York,54
4,2,3,19,3,3,5,5,3,3,3,19,5,11,3,83,4,3,2,183,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,5,Male,Yes,NY,27
16,36,20,15,19,41,10,52,30,37,14,55,8,5,13,17,8,12,4,412,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,17,Female,Yes,SouthRidge High School,29
18,12,12,10,15,31,10,118,11,20,10,34,78,5,9,9,5,6,5,418,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,17,Female,Yes,Texas,23
40,53,9,14,21,71,14,61,22,62,16,77,16,5,10,18,9,18,9,545,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,19,Male,Yes,Ohio,34
26,144,90,38,84,186,65,120,41,74,31,83,50,15,34,146,16,34,17,1294,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,17,Female,Yes,"Pennsylvania, US",30
22,60,10,5,18,66,7,36,10,14,10,33,9,7,11,16,6,9,5,354,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,18,Female,No,California,52
27,82,15,19,33,57,34,98,51,52,30,78,18,14,16,30,14,49,43,760,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,California,33
36,27,13,11,22,52,19,56,15,63,22,36,12,20,21,21,8,17,9,480,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,No,Washington,41
30,14,9,11,12,38,10,43,12,17,12,30,11,7,11,12,9,9,103,400,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Female,No,"Dexter, Maine USA",38
17,29,84,12,62,37,10,39,14,14,13,29,9,5,6,7,6,6,5,404,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,16,Female,No,Alabama,37
36,67,24,10,20,52,9,53,40,45,16,69,11,17,35,61,10,20,4,599,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,15,Female,Yes,New York,30
28,30,18,15,106,50,23,88,60,7,15,11,63,7,9,8,9,30,21,598,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,10,Male,Yes,Maryland,26
51,34,22,21,20,27,22,71,31,55,38,34,17,25,9,30,13,28,10,558,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,12,Female,No,florida,46
23,26,12,226,14,33,19,9,18,21,15,41,14,7,12,13,10,12,7,532,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,15,Male,Yes,alabama,43
42,78,32,22,27,28,37,71,31,51,36,38,21,9,8,66,6,7,4,614,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Female,Yes,Florida,28
37,50,16,15,25,36,36,73,46,48,15,59,27,11,16,39,13,37,8,607,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,17,Male,Yes,"PA, USA",33
20,19,8,10,15,37,11,61,13,21,14,30,9,4,9,12,6,15,6,320,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,Yes,West Virginia,33
22,19,147,12,13,82,12,40,11,13,15,26,10,8,14,12,10,38,7,511,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,1,10,Male,Yes,louisiana,32
49,29,16,16,67,79,18,79,31,78,20,77,21,12,13,30,9,19,17,680,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Female,No,Washington,52
31,40,14,21,18,76,23,85,41,31,21,65,24,7,17,20,10,15,14,573,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,19,Female,No,Illinois,49
65,39,13,11,30,81,10,81,149,52,17,107,14,5,46,19,13,16,10,778,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,18,Female,Yes,North Carolina,27
35,44,30,14,1769,163,49,80,15,412,20,75,43,5,8,20,13,28,7,2830,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,16,Female,Yes,Texas,32
16,15,9,13,15,30,6,21,12,29,7,18,8,3,6,6,7,11,7,239,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,19,Male,Yes,Ohio,26
30,22,13,13,43,54,16,57,17,27,20,88,30,8,11,53,33,11,7,553,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,19,Female,Yes,Kansas,24
31,26,14,16,33,57,14,71,25,31,19,51,12,10,16,30,11,14,11,492,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,No,Florida,60
18,19,15,40,11,42,16,52,12,23,16,41,44,5,9,10,9,20,6,408,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,14,Female,Yes,Pennsylvania,27
35,85,22,44,22,70,68,49,75,22,15,37,15,10,10,17,13,14,7,630,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,15,Female,No,PA,40
357,4,149,6,6,10,8,26,6,9,7,203,6,4,6,9,7,5,5,833,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,14,Female,Yes,rhode island,25
37,41,10,10,17,67,39,63,22,58,53,71,10,8,14,48,11,51,9,639,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,Female,No,"Oregon, USA",44
27,24,12,15,20,34,16,71,27,32,15,33,12,7,8,14,10,10,6,393,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,16,Female,Yes,"Arizona, USA",32
33,26,13,10,33,21,12,35,25,21,11,37,9,21,7,12,10,15,9,360,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,15,Female,Yes,"illinois, usa",31
23,27,10,15,19,41,20,49,19,30,16,38,22,12,13,21,16,10,8,409,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,18,Female,No,Iowa,61
42,19,12,12,13,43,13,17,240,14,13,123,10,5,6,8,7,10,5,612,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,17,Male,Yes,Ohio,32
31,81,15,80,32,68,13,72,11,27,27,19,27,10,10,21,10,21,9,584,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,17,Male,Yes,Kentucky,30
19,18,11,10,18,32,10,30,8,24,14,25,7,9,9,12,7,13,9,285,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,"MA, USA",27
79,31,60,31,45,108,49,101,49,48,53,233,21,11,22,33,333,24,286,1617,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,12,Female,Yes,PA,40
43,148,29,86,34,135,137,84,47,40,48,149,35,10,14,89,16,28,9,1181,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,16,Female,Yes,Vermont USA,33
48,29,20,8,43,60,13,44,7,41,84,35,8,4,32,10,30,7,5,528,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,17,Female,Yes,Florida,24
26,71,15,10,45,51,12,40,45,20,15,43,10,6,12,25,7,99,7,559,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Male,No,Illinois,43
30,22,14,29,52,68,17,91,13,24,24,121,13,6,28,33,24,13,6,628,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,17,Female,Yes,"Kodiak, Alaska, USA",36
25,22,15,14,20,76,20,65,14,51,19,71,81,7,15,24,9,25,9,582,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,maryland,24
18,20,7,17,13,38,12,43,18,69,76,23,8,4,7,18,9,8,5,413,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1,14,Female,Yes,maryland,38
22,32,25,15,20,48,14,85,13,43,14,62,11,6,10,41,8,27,7,503,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,18,Female,Yes,Kentucky,38
22,22,37,11,13,51,19,43,64,15,14,96,22,21,10,11,8,10,9,498,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,19,Female,Yes,PA,22
12,17,10,18,13,35,11,6,6,13,7,15,7,3,6,7,10,7,11,214,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,14,Male,Yes,Ohio,23
51,37,15,13,27,76,30,60,21,48,36,70,13,8,12,26,44,19,8,614,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,17,Male,No,Ma,36
24,19,7,9,45,50,8,35,12,16,11,43,9,3,12,17,8,11,13,352,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,MI,24
89,101,155,123,91,132,54,64,53,65,41,56,66,7,13,21,27,28,6,1192,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,16,Male,Yes,Lithonia,25
11,113,9,10,8,46,62,90,147,36,10,25,36,4,9,25,6,18,17,682,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,16,Male,Yes,washington,26
36,36,11,35,17,50,14,75,17,37,20,31,13,6,9,18,8,13,6,452,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,18,Female,Yes,Louisiana,39
18,18,15,10,14,46,22,35,14,27,14,25,16,5,11,21,8,16,6,341,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,Yes,Indiana,26
65,48,35,40,52,83,84,133,93,112,82,53,83,6,10,19,88,24,7,1117,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,14,Female,No,New York,43
31,22,14,21,17,40,114,656,147,136,102,56,116,12,9,19,50,25,8,1595,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,Yes,Wisconsin,36
38,26,15,17,35,117,28,130,24,42,388,214,13,10,12,59,11,31,8,1218,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,17,Female,Yes,CO,35
23,21,33,29,135,130,78,92,108,82,11,202,10,6,6,126,77,73,9,1251,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,8,Male,Yes,tx,30
24,20,10,12,17,73,11,39,14,17,14,35,14,7,10,14,9,10,8,358,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,19,Male,No,Massachusetts,58
18,16,13,26,19,51,16,7,14,13,11,6,16,5,12,31,7,11,7,299,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,13,Male,Yes,New York,30
20,23,9,9,25,35,17,45,11,36,17,41,13,6,8,15,6,20,7,363,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,Yes,Texas,35
39,78,23,57,74,56,23,90,26,35,23,100,23,11,18,146,25,17,8,872,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,17,Female,No,Indiana,51
18,68,15,39,13,71,30,43,16,27,24,104,14,4,6,44,13,18,8,575,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,18,Female,No,Ohio,28
47,44,16,18,45,47,21,48,26,62,25,41,34,10,13,19,13,22,22,573,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,17,Male,Yes,Canada,33
25,34,14,12,84,39,18,38,21,35,26,64,18,5,8,20,9,17,5,492,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,15,Male,Yes,Texas,25
25,21,23,7,14,38,14,43,77,51,25,61,33,6,13,15,7,12,8,493,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,Florida,29
19,21,21,15,16,45,18,58,29,20,15,30,21,8,12,11,13,18,9,399,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,14,Female,No,Oklahoma,51
14,27,11,10,16,28,14,210,9,36,76,16,7,14,7,26,5,8,5,539,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,18,Female,Yes,Maryland,28
52,28,21,47,101,74,19,50,32,45,55,77,106,12,15,108,42,23,14,921,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,17,Female,No,Wisconsin,53
22,19,14,11,13,36,26,68,12,15,11,56,8,5,10,14,5,12,6,363,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Male,Yes,"Ohio, USA",45
9,10,22,9,9,26,9,30,27,47,7,20,11,8,5,5,34,26,5,319,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,13,Female,Yes,danville,26
47,33,42,58,21,74,11,51,31,55,25,48,33,10,15,32,22,14,14,636,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,16,Female,Yes,Chester VA,43
39,38,26,16,20,85,16,113,23,42,24,78,21,8,13,17,27,13,14,633,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,Female,No,NEW YORK,43
21,21,14,16,25,58,17,66,18,13,14,62,12,10,16,12,9,26,9,439,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,16,Male,No,NY,40
12,12,9,17,115,24,8,11,8,16,11,17,13,10,10,7,12,8,10,330,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,12,Female,No,Florida,41
39,18,13,105,19,45,94,18,22,42,987,22,144,5,7,33,10,73,20,1716,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,19,Female,No,"CT, USA",44
22,17,8,12,15,40,19,34,16,31,15,33,13,8,13,17,9,13,13,348,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,19,Female,Yes,Maryland,48
